Term,Term-id,Term-frequency
similar,351,2
korte,8873,1
mumble,7718,1
clock,3144,5
romnwys,5621,1
losin,3725,2
betta,5651,4
seniors,4376,5
trinidadian,2523,1
herman,547,2
backstage,6054,3
voucher,3209,3
enlighten,7485,1
#adpdebate,9282,1
grimiest,7702,1
abit,4819,1
remains,5942,2
gerbils,3248,1
nomination,7093,1
so#teamobama,5422,1
mekeeps,10411,1
procedures,7373,1
handlers,10002,1
convo,3293,3
duru,6221,1
outta,1524,12
official,6177,3
#knodat,9967,1
passports,7676,1
#bigdifference,829,1
champion,5732,2
returning,4256,1
ifill,8000,3
wiping,2139,1
bothers,5363,4
liked,9088,1
ummm,4631,3
machine,7473,2
comparison,8064,1
statement,4782,5
#uhh,8618,2
unseal,4550,1
#freddy,8490,1
likes,1684,33
issues,708,26
dust,1311,2
obamahe's,6251,2
called,1201,16
#plutocratempathy,3489,1
wolverines,4005,1
repealed,3138,2
#multitasking,10084,1
stack,8330,2
pretends,8715,1
cotton,1129,12
accomplish,2946,4
fiasco,9205,1
beforeobama,2091,1
way,245,147
systemas,10161,1
clinton,2421,21
#theroyaals,10178,1
swipes,8055,1
smeared,8020,1
believe,836,113
wat,3387,11
stage,395,53
snoring,9335,1
war,199,26
army,3808,3
duty,10500,1
able,752,29
deciding,283,4
waz,4797,1
mixed,6975,1
arms,2429,2
drives,2419,3
yesss,8164,1
hopeless,8015,1
safedo,8568,1
receive,464,8
healthcare,154,96
timeto,4450,1
obamamedia,10635,1
lmaooooooooooooooooooo,9131,1
playground,7483,1
application,3475,1
audience,500,14
standard,5228,1
#flipflopmitt,10539,1
bruce,10046,1
transcontinental,3051,3
marxism,9273,1
legislates,4842,2
lipstick,3286,2
leaderby,8710,1
#presdeb,8513,1
belmont,7854,1
biiiddddennn,5962,1
truuuueeeee,8892,1
hocchuli,1406,1
rite,756,3
#stupidromney,4598,1
bleed,6612,1
wae,9646,1
awayyy,3508,1
#turntup,7461,1
handle,4918,6
wood,9592,1
arts,6450,1
becauseunions,9913,1
brung,10391,1
determines,2526,1
ragan,3150,1
haha,1318,24
cristiano,10105,1
meredith,6217,1
lowmiddle,3048,1
riff,3862,1
pride,4215,1
rife,7841,1
danger,4097,3
neva,5469,3
2o12,9640,1
woot,1846,2
forward,4413,8
yoda,4138,3
evar,7201,2
#itsbeen2years,6336,1
serve,1378,7
defined,5625,2
#hopeandchange,619,1
available,8470,1
fyi,2893,4
declare,7696,1
pentagon,479,2
price,7053,3
defines,3136,1
governmentprotect,5720,1
#shadymoderator,6908,1
wont,952,21
decode,4113,2
prick,4917,3
liason,7799,1
preexistence,10266,1
coming,1624,31
mutch,8949,1
webster,5477,1
#usa,10456,1
jasam,7800,1
#usc,4558,1
professors,5105,1
imma,8,15
bintley,3239,1
referring,3788,10
#more,8765,1
stayed,2404,5
next,817,92
#fuckromneyi,8939,1
enforcer,8044,1
#tiot,2168,1
voters,798,12
unprofessional,9474,1
cursed,2206,1
inauguration,7382,1
illicit,8734,1
fur,9377,1
canceling,6138,1
716m,9095,1
caught,6421,6
enforced,6112,1
notice,253,29
kitty,8807,1
hair,1385,43
resent,8172,1
hail,3603,2
newt,4048,2
untrustworthy,7703,1
donert,7859,1
muted,6057,1
news,241,21
sumthing,5743,1
#coalindustry,2282,1
mitt's,1795,26
duhh,2518,1
surprised,612,10
familiar,7768,1
#igaveuprealitytvforthisdebate,4955,1
tweetin,3618,3
reclaim,8096,1
irony,2760,5
edwards,3238,1
agree,389,54
bruit,7031,1
faces,6948,3
squat,6602,1
dreams,2517,17
inner,1747,2
watchinggg,9091,1
brett,5532,1
oblivion,8349,1
candidate,1189,49
interviews,3225,3
#ass,4079,1
demonstrating,278,3
followsthe,7852,1
takes,1535,16
nerd,4823,2
2ears1mouth,6936,1
hack,4862,2
woke,5186,1
scores,10222,1
#sosad,9713,1
#obamasucks,5897,1
crapping,6371,1
murica,3865,1
gender,9598,1
duke,8166,1
louisana,5653,1
taken,2416,15
conference,10553,1
classless,4644,1
allthedamntime,5021,1
#teamlgbtq,9569,1
fuc,6230,1
overnight,7429,3
#obamaright,5517,1
charger,2589,1
fredrick,4907,1
victim,5778,1
rebuttal,5515,2
coffee,9015,4
fuk,603,3
fun,2446,13
#toughquestion2012,3331,1
size,4668,7
guy's,8005,1
salesman,6553,2
angel,210,2
lehar,10067,1
habl,4759,2
anger,9067,1
passive,378,8
reforms,4315,2
llave,10688,1
runing,10393,1
safewhat,2808,1
angie,9476,1
cigarette,1812,4
result,3179,2
takda,8596,2
chugged,9542,1
lmmfaoooo,7868,1
opposite,2226,2
fra,8503,1
sways,2441,2
leher,250,17
womb,4401,1
#shortromney,5928,1
bwahaha,10271,1
haff,4817,1
dumb,416,28
#bushwontbeblammedthen,7566,1
bfucked,1725,1
#theblazetv,2945,2
impersonation,5703,1
ryan,361,39
stagnant,10099,1
caterpillars,7528,1
sydney,3930,1
sticking,3968,3
#stockmarket,4830,1
doings,10300,1
functions,7300,1
clit,6019,1
#denverdebate2012,1229,3
nest,7802,2
fse,1278,1
misunderstanding,6793,1
whistle,3017,2
repealing,9198,1
fro,6710,3
squad,8486,1
wolf,4774,1
views,633,16
determined,9952,1
overtalking,1445,2
hamilton,5594,1
harvest,10242,1
hardon,8163,1
employees,387,3
yolo,7295,1
journalism,4924,1
flash,3383,5
flask,8925,1
americans,1094,62
fox,312,6
via,682,16
ahahaha,8644,1
takin,1875,1
angry,6884,7
ehhh,9547,1
avoiding,5370,2
nword,377,1
gameslmaooooo,10383,1
excluded,10032,2
watching,898,186
freakin,2955,3
#cfamerican,10287,1
lettin,2299,1
#sorude,8561,1
marathon,7456,1
glbt,2646,1
journalist,1988,2
isisn't,8416,1
americano,8022,1
glad,491,12
information,797,5
#sorry,8780,1
uuuuuhhhhhhhhblank,10156,2
#greatmovie,7061,1
safeno,831,2
exhausted,5798,1
grass,2295,1
chraged,7455,1
10th,2936,18
doubled,8222,1
toddlers,15,4
ishe's,9753,1
hunger,974,46
smacked,5455,1
clown,2367,5
referendum,3027,1
vomit,9819,1
evil,4371,3
#speakupjim,10190,1
pleasantly,8003,1
125k,10579,1
evitan,4753,2
trying,162,83
appreciated,10548,1
wanted,380,17
effective,3751,9
#stillahandout,3507,1
#obamaquotes,10162,1
vaseline,4038,2
judge,5075,2
brent,7958,1
crashing,3922,1
giving,318,34
#delusional,8300,1
tryna,1559,23
frequently,10525,1
stolen,6851,5
#ties,6092,1
purely,5190,1
gigantic,2472,1
desert,8961,1
responsible,455,3
thissss,3976,1
#grinders,6830,1
#filibuster,7438,1
auerbach,4929,2
utterly,8917,1
fries,9229,1
hollering,7693,1
#loves,9676,1
foh,7350,1
fog,9468,1
acerca,8021,1
cloud,7788,1
#veterans,4310,1
preaching,1556,2
clearly,1508,30
sector,6352,5
#abcnews24,3957,1
stressful,7887,2
grant,6927,4
sponsorship,3050,1
answers,1286,26
fried,10290,1
fortune,5215,1
whitehe,9020,1
asap,5598,1
#science,7323,1
silly,1086,4
purell,8752,1
please,182,86
grand,6652,1
#moneybooboo,6572,2
three,8123,3
duck,3250,4
returns,5504,4
conds,2485,1
korea,9875,1
predebate,8201,1
fla,10304,1
cochair,623,1
diarrhea,6141,1
work,342,70
wounds,5449,1
cann't,9891,1
victims,5483,2
worn,3231,1
wires,4082,1
letter,5332,3
suceed,3030,1
videos,7312,1
#yourvotecount,10381,1
flu,9700,1
cattle,985,2
restrict,4440,6
heavily,2389,4
2min,8373,1
recreational,5207,1
threw,9473,1
promote,1838,12
fly,3435,5
program,6346,7
#barack,5529,1
#nothanks,4104,1
even,515,203
word,882,55
brush,10065,1
regulated,8932,1
wore,4840,2
passing,2755,2
ever,877,154
ex's,1917,1
brilliance,2914,3
wout,477,1
ride,3693,3
dancing,3708,6
llamf,9539,1
firing,1830,3
#debatetopicofimportance,5322,1
niggers,8364,1
luke,9026,1
contained,8399,1
#ohnobama,8467,1
talktime,9849,1
#slutpills,4976,1
#moreonthislater,8885,1
#teamstud,9568,1
fit,2791,7
fix,1632,34
#ccot,6761,2
retroactive,6298,1
deduction,3520,3
york,8060,2
tryin,3184,5
dues,5479,2
fing,2489,1
passion,8479,2
seamustisk,6722,1
fine,2654,11
pulled,2201,4
#uconndebates2012,7764,1
find,2256,25
profit,7991,3
voy,9591,1
#youreajoke,5731,1
rick,6491,4
rich,1108,73
decade,7494,2
takein,7172,1
attylol,4391,1
fill,4565,3
wishing,546,5
donuts,3118,1
immaa,9265,1
soduku,10276,1
tlkn,9144,1
tweeted,3547,6
families,2276,13
#dumbledoreforpresident,3228,1
flamin,10337,1
#comeon,537,1
#uhadurchance,7532,1
safety,2039,10
dude,4004,27
clap,8923,1
rethink,10275,1
muppet,1910,1
periods,7875,1
thats,555,30
maaaaaannnn,302,1
#wereinthistogether,1771,1
#fl,5302,1
pants,5065,5
#dem,3421,2
parecen,7723,1
twerkin,7121,1
rehearse,10599,1
horn,6957,2
mcdonalds,7827,1
wasntfor,6779,1
collegeswhat,7616,1
parade,6617,1
time,209,277
ndaa,1399,2
psychology,4646,1
presidentprime,10025,1
video,1953,9
#mynig,8059,1
opened,3139,4
gruden,4434,1
host,1622,6
microphone,5836,5
notion,6605,1
mansion,2131,1
noodles,6087,8
negativity,8846,1
#obamacouldteachyou,8799,1
yearsunder,6826,1
neutral,4302,1
worship,4124,3
hosp,6608,1
pocket,2251,6
bite,3947,1
gonnna,3935,1
#fb,461,13
smug,1255,10
brushes,6194,1
lines,3557,3
existed,3053,2
#ew,9742,1
elaborating,2373,2
uncle,5362,2
dojsa,5943,1
forgets,6294,1
practise,4620,1
queen,7160,2
dependent,1782,2
ver,9590,1
x's,10484,1
sapping,527,1
congrats,3954,1
professorial,8471,1
#imastartariot,4125,1
wives,238,4
vh1,3716,3
#present,10430,1
#navy,9120,1
there've,10339,1
#shoutout,2217,1
segway,5692,1
#gh,7801,1
increasing,8680,1
#mitt'sanidiot,6328,1
would've,1981,2
whuuuuut,7351,1
meaning,1848,4
hour,884,14
indicators,5699,1
till,6357,7
chlorophyll,9777,1
bird,22,125
#imjustsaying,5401,1
veterans,6687,3
#tamudw,4621,2
#presidentialdebatebaseball,7688,1
majors,2265,1
public,1021,28
treatments,2527,3
greed,9159,1
hahahhaha,7124,1
#jh,7966,2
competent,1702,3
qualify,7531,1
#white,2275,1
bounce,9508,1
appointed,6745,2
cock,10334,1
dramatically,9250,1
bouncy,7499,1
coco,6614,3
hood,3819,3
dad,2839,12
flames,3799,1
#owning,4811,1
vital,5382,1
daa,5791,1
#il,6713,1
#mapoli,2859,2
#in,8231,1
hoop,9746,1
#sensitivesubject,3498,1
code,2925,4
dag,1104,1
dah,8965,1
woulda,9948,1
nostrols,3721,1
blatant,9878,1
careers,7826,4
dat,1849,12
#mizzou,5474,1
factors,10093,1
items,4469,1
dan,7479,3
secrets,1127,9
dam,3217,5
factory,2635,1
day,1504,60
prefer,4516,2
large,6032,3
hope,353,50
val,10533,1
van,8142,3
bill,2420,22
concise,6223,3
companys,5406,2
courtney,6862,1
songs,5970,1
mccaffrey,6453,1
#lt,6444,1
creator,234,20
released,7973,1
lights,1216,5
coal,621,18
nowhat,4000,1
karl,7447,1
coat,7679,1
coax,1761,1
#voting,9759,1
#obamaoncrack,9406,1
rommey,7365,2
camp's,8321,2
males,4010,4
moderatorso,6474,1
farthest,3422,1
planned,4405,5
ovaries,5230,2
photo,5864,2
folks,1732,11
great,243,156
acid,9483,1
outsourcing,6918,2
cup,8019,4
popcorn,4034,1
peopleyou,8677,1
peanut,6725,2
onstage,1889,2
reason,1460,51
scotch,8537,1
cuh,3992,2
otherwise,4426,2
#ob,10251,1
hatred,4638,1
#billmaher,4208,1
sufficient,8283,1
#nv,5306,1
obamadisrespect,9943,1
given,886,14
greif,7808,1
respond,640,45
fifthbiggest,3552,1
privatization,9872,1
#np,9882,1
#p2,1123,23
refresh,9847,1
#no,8769,2
eahhh,10372,1
differenceobama,9281,1
#nc,5303,1
hold,890,26
secretive,10348,1
regarding,3056,3
mittwe,2349,1
privada,8994,1
openly,2510,2
secures,8763,1
amusing,2661,2
jesus,2270,8
eyeballs,9935,1
remington,9602,1
recorded,915,2
bowlessimpson,5679,3
pledge,4325,5
auto,5828,3
survivors,10578,1
heading,9347,1
#mccoyformoderator,4427,1
credibility,4688,1
home,742,17
costumes,6308,2
debacle,1902,1
accident,5482,2
tisk,6723,1
stammers,6220,2
bigger,2674,22
#election2012,1243,31
holy,1206,12
quin,9365,1
emphasizing,8643,1
savings,8398,1
polls,3362,6
quit,2140,13
#iowa4obama,4237,1
goddamn,3583,1
susceptible,2978,1
virgins,4088,1
thank,1720,34
explaining,4054,11
pokemon,3484,1
holo,7106,1
quiz,9627,1
#pr,5782,1
#airforce,9119,1
flytter,8507,1
morrill,6930,1
thang,5925,2
hole,1336,12
portion,5951,2
lexus,3165,4
green,1217,12
#pd,5599,1
#pa,5304,1
finishbut,3869,1
#romneystilskin,8528,1
frequent,8203,1
cuz,966,26
fattest,10030,1
unos,9363,1
homo,4784,2
concluded,6487,1
cus,2205,4
giddy,3770,1
libtard,4995,1
cut,953,93
settle,239,4
#shat,1450,1
becuz,5423,2
vegas,9158,2
wannabe,6942,1
tits,1990,2
romneyi,7109,1
narrative,4441,2
shouldering,9352,1
snap,6162,3
whoaaaaaaaa,1854,1
intense,3501,2
honest,514,8
miranda,5958,1
related,6643,1
latino,1661,3
#rt,6886,2
5th,2333,5
useful,8826,1
difficulties,4388,1
#hmmm,2422,1
libyian,9600,1
uhhhhhhhh,7074,1
hogs,3574,2
decreased,8562,1
distracts,1152,1
frameworks,3967,4
inefficiency,6373,1
latina,9053,1
assist,2238,1
8years,3710,2
sectors,4936,3
carcasses,3199,2
kidding,2806,7
circling,3233,1
#thug,2185,1
panic,4835,1
doreally,1376,1
romneys,3090,19
flood,3140,1
#itskindofyourejob,5022,1
indecisive,166,7
batman,5892,2
undecided,3796,7
government's,4182,3
tiny,8262,2
panel,4139,4
defeat,5783,4
hallelujah,3529,2
giggle,5058,2
#uh,8617,3
horses,5263,3
bengazi,9834,2
focusing,1923,4
programs#freedomtrailer,7855,1
pixies,4518,3
nonsense,5393,4
bits,6261,1
mcavoy's,2412,1
moguls,10417,1
actively,10234,1
building,5686,4
debate's,9950,1
gives,1284,12
#feelslikelastweek,2334,1
antara,10137,1
impending,4404,2
inherited,7625,1
demographic,2444,2
#deb,4378,2
profits,9029,1
abilities,4643,2
insists,8790,1
#interestingdon't,6253,1
cops,5889,2
hairp,7644,1
exposing,7241,1
equipment,5180,1
yellow,9813,1
checks,9783,2
bigbird,6319,1
country's,3453,7
obligations,7145,1
electoral,906,2
eyes,820,42
royale,9987,1
#timeforarealchange,8031,1
condescendingly,7415,1
approved,4372,2
crossover,10406,1
#promote,10215,1
interest,1614,8
ipod,7731,1
#sorryromney,7819,2
copy,6184,2
cool,1739,33
politicians,5694,2
lying,1784,26
#keanosu,2313,3
pudding,8488,1
rr2012,4551,1
hahahhah,7684,1
dickhead,7660,1
f'ing,4200,1
chompin,9408,1
cme,10665,1
equate,9324,1
individually,450,1
narcissism,3365,1
#dvr,5468,1
swear,1932,16
professor,1290,7
blade,4053,1
#wh,4383,1
evry1,7699,1
#wi,5305,1
sweat,2631,3
graphic,4521,2
acts,7357,3
blinkin,7075,1
barak,6575,3
drunk,2506,6
confidentpresidential,10402,1
use,519,27
incoherence,9636,1
difficult,8907,1
#swag,3926,2
usa,59,15
errthing,1685,1
#debatenight2012,4016,1
arizona,9833,2
puppet,2220,5
suits,10240,1
1970s,2764,1
cont,1317,13
hoesmitt,6051,1
#this,4991,1
goodness,3068,1
comp,2892,1
como,119,1
booted,8884,1
come,1497,51
fundraise,10501,1
theeeeee,1741,1
drums,4534,1
cnn,5698,4
jarret,7257,2
#loveyou,7012,1
intruding,6345,1
handful,5911,1
gobama,7747,1
fights,3610,4
practice,10120,2
obvii,9428,1
reminding,6576,5
flipflopped,6173,1
feeling,2049,12
jtfooo,4665,3
puppy,6621,1
presidentthat,8380,1
defend,1501,10
rambles#romneyryan2012,10711,1
con,7545,2
coo,6806,2
com,6556,2
nerves,2014,4
cos,9994,1
debates,704,52
debater,895,8
supposed,197,14
cow,3198,2
flipflopper,8716,2
#obamawinning,6803,3
science,1064,23
valium,2232,2
exploiting,2905,1
understood,5004,1
#douche,6644,1
fades,4466,1
#logic,10063,1
#keepitup,7549,1
hispanics,8606,1
truthfully,5130,1
burned,8610,1
tells,1568,9
#bang,6654,1
differing,4581,2
submitting,5049,1
liking,1905,4
period,1857,6
cost,1864,16
rhee,9911,1
debatee,9092,1
failure,2344,4
sweet,442,2
thereof,7168,1
decades#debates,1694,1
systembut,6600,2
debated,4255,3
lobsters,10626,1
quickobama,3908,1
decorations,1836,1
debatei,7707,1
blahh,1512,1
#rnc,8968,1
phineas,4568,1
takeaway,8133,1
corp,9042,1
corn,5127,1
setting,2763,4
cory,8037,1
#ilovecanada,8668,1
roommate,3219,2
favorability,2860,1
crs,4661,1
maneeeeeeeeee,3975,1
smfh,763,4
thaat,9263,1
deductions,3933,3
thus,5758,3
approval,8938,2
#pamolivertweets,2311,1
coincidence,8720,1
#factcheck,467,7
teengers,10233,1
doesbetter,6125,1
melancarkan,7933,2
cry,1599,7
thug,1719,2
#butreally,6834,2
thud,4834,1
walkout,4968,1
changing,7412,2
espouses,6523,1
increase,862,6
core,998,3
potato,5498,1
w2s,9981,1
ups,7981,1
#dudebate,7664,1
beinart,1034,1
assign,9454,1
prehistoric,6074,1
ums,3104,3
tricerotop,2402,1
#upsetusmcgf,3328,1
songz,5556,2
punked,8818,1
ties,255,10
restandrelaxation,2284,1
excessive,4647,1
house,1510,39
umm,4727,3
vamping,4222,1
understands,3675,4
nighti,3900,1
uma,2537,1
avoid,1858,9
income,3688,7
henson,9836,1
nights,9012,1
aipac,9319,1
#distracted,8983,1
blame,2179,13
magically,3843,3
#speak,10526,1
beatdown,7292,1
million,701,31
drugs,5909,5
hours,1867,3
krabby,8056,1
rhyming,6505,1
blinked,7320,1
#lmfao,5896,1
tramples,9942,1
disenfranchisement,7780,1
goal,1411,9
#dnc,5310,1
biiiih,10436,1
plansdude,2868,1
interupt,3766,2
una,4887,3
vinnie,1982,1
stopped,2096,5
retarded,1789,2
#fuckromneytalkinbout,8073,1
toqueville,9189,1
tied,2613,3
dislike,3208,6
trampled,5885,1
#decva,6213,1
lovers,3388,3
cents,4749,2
remove,8542,2
bumbling,3707,3
exploded,5085,1
criticized,6846,1
secure,833,6
gusto,10549,1
lifelong,10367,1
according,2758,7
mirror,3214,3
modern,4725,2
ceo,5755,4
raves,6110,1
#stardebate,6246,1
brainwashed,1874,1
believes,434,45
stuttered,7223,1
blank,2414,1
overheard,3877,2
distracted,7392,2
afforded,7148,2
return,9147,1
bankrupt,5373,4
#kids,5950,1
fukkin,4853,1
framework,7720,1
4deep,8804,1
russia,7988,1
critique,1502,1
modulo,7865,1
radio,6902,1
vying,3330,1
libertad,112,1
#hewonthavethechance,10696,1
phone,3120,4
undo,8940,1
#iknownothingaboutpolitics,2173,1
microphones,2515,1
american's,9355,2
adds,8206,2
trusting,7584,1
bahahaha,10486,1
together,449,26
specialized,7891,1
explode,3360,3
cold,8281,3
arcoiris,123,1
#work,9842,1
goes,1400,33
chu,1371,1
genius,743,17
loudly,3581,2
certified,9241,1
format,10081,2
telur,8599,1
cic,10499,1
polling,6277,1
che,10444,1
wonkey,6990,1
coke,6536,1
hiding,6305,3
#ilovemichelle,9477,1
ofreality,6628,1
embassies,7689,2
spitballin,8771,1
starring,2798,1
allotted,3662,1
bussin,5710,1
douchebags,10431,1
ugh,779,12
#hotmess,8750,1
blast,1895,1
highest,4273,4
yasss,3780,1
kiiiiiiiiill,8977,1
solution,6762,5
microsoft,9187,1
#deatserus,6023,1
blocked,6061,2
nozzle,2288,1
cameras,1165,1
#thatpowder,8822,1
screamsenough,7464,1
uhh,1487,7
#niggerforlife,10633,1
definition,102,7
arrgghhh,835,1
superwallet,8574,1
crooked,5632,4
uhmmmmmmm,9549,1
umms#presidentialdebate,3170,1
uhm,9873,1
adam,3477,1
i'mma,4119,1
chances,3082,1
started,157,23
missed,731,10
hesitation,7001,1
causing,7957,1
#battleroyal,1334,1
prepteam,8867,1
dado,7710,1
#ceo,6792,1
lawd,2768,1
sideeye,3784,1
supports,4787,9
#real,5274,2
explained,5834,10
#plans,6153,1
recipient,4176,1
makin,1802,3
nonverbal,10175,1
#sosayweall,9706,1
principal,7849,1
ebt,8524,1
laws,341,4
spider,4541,2
#2012obama,6775,1
slow,1120,10
lololol,7349,1
producers,7215,1
violating,10088,1
americanswtf,9413,1
stench,8442,1
onthejob,7003,1
tiene,2733,1
eah,10370,2
buzzer,3432,5
requested,3826,1
colleges,6928,3
#lincolndefeatsreagan,1492,1
ear,3493,5
ratio,6724,1
#thatwouldbeamazing,10651,1
persuade,7191,1
kanyeshrug,3730,1
eat,2595,13
2wice,8088,1
lehyer's,5385,1
#debate2012romney,3205,1
chelsea,900,1
#stanley12,5995,1
obamcare,5285,1
#romneyrya,8437,1
#waronvoting,6599,1
write,2718,8
debate,171,648
60s,1458,1
evening,9438,3
checking,1915,1
#commonsense,7986,1
shits,6437,4
nader,3834,1
briefings,31,5
shitt,2000,1
forcefully,10616,1
#tipoftheday,6237,1
#fuckbigbird,5534,1
#friendlyreminder,6786,1
#media,8315,1
#sorrynotsorry,1706,12
chemistry,4468,1
shite,9645,1
lazy,1808,12
ueh,9548,1
expression,4639,9
md's,10225,1
smmfh,3653,1
abroad,9235,1
award,6455,3
aware,251,4
back#romney,8691,1
#antibullying,6155,1
#doctorwho,10388,1
comfortable,6916,6
seriousnessum,6743,1
ehhummeducation,6551,1
spielberg,8012,1
ncaa,9142,3
nuovo,4285,1
future,2651,41
lashesthat's,7046,1
ambian,9014,2
planslol,6944,1
spanking,2720,1
#creatingjobs,853,1
strides,6326,1
reciting,3024,3
#edklein,8071,1
replaces,5733,1
stress,9907,1
slut,9231,2
sering,7476,1
dimes,6476,1
replaced,2069,4
#hp2012,5154,5
motherfucking,5820,3
highways,8360,1
laughed,7154,1
polished,7384,1
#ifromneywins,2669,1
#presidentialdebates,4943,2
straight,1788,28
edm,4867,1
clothing,8358,1
ipab,6481,4
sadness,1937,2
railroad,854,5
intentions,1666,4
#yankees,3872,2
dealing,8187,2
shiws,5442,1
financially,7066,1
island,4899,3
sister,8523,1
omfggg,7027,1
headed,8179,1
knocked,8628,1
safenice,5104,1
swim,9624,1
redirect,5214,2
secretshhhhh,7763,1
edu,5497,1
#shesright,6706,1
#sad,8264,1
entertainerssports,6580,1
shredding,1926,1
sketch,1419,1
#nailedit,7167,2
cnbc,6042,1
schoolskind,6484,1
uniform,9116,1
#intimidated,1794,1
makes,497,60
ahead,6626,3
maker,4472,2
indefinitely,7743,1
donegal,5344,1
#ctfu,7633,1
#ndaaruling,6147,4
meeting,1346,2
ticked,8466,1
presidnt,10496,1
idont,5630,1
eco,9303,1
fabulous,8663,2
kennedy,8338,1
nightlmfao,9556,1
daniel,2828,1
dye,3414,3
street,608,48
socialist,3655,5
#2102debate,4164,1
rights,1135,36
quoting,3047,7
dlaughterright,5451,1
blaming,3455,4
socialism,7129,4
#obamablows,3823,1
rested,5622,2
gmom,9096,1
somebody's,10117,1
ticker,3727,1
ticket,8641,2
laser,7213,2
alright,2359,4
walmart,8068,1
mothafuckas,5649,1
fully,3779,7
#osumpp,9899,1
limit,1868,14
thoughts,1769,6
laps,10211,1
accordin,2712,1
ladies,4106,3
advanceyou,9061,1
#prezdebateau,9715,1
rumores,7722,1
boobs,6400,1
yelled,4742,1
flew,5412,2
kathleen,7327,1
yearsget,5281,1
attn,9829,1
conlaw,6058,1
attorney,7817,2
jobseconomy,5899,1
idoit,10457,1
4x4,9384,1
haiku,407,2
diplomats,4856,1
series,5220,3
numb,8387,1
pleease,8748,1
toooobye,7117,1
noncooperation,6231,1
rewind,6504,1
across,394,18
claiming,4226,2
chicken,10291,1
inspiring,2750,2
principle,2211,2
massage,1886,1
solve,581,5
respected,6579,1
anytime,6892,2
remaining,6411,1
flights,5619,1
#occupysesamestreet,7672,1
withdraw,5614,1
booed,2620,1
topicsthere's,7781,1
inspired,6847,1
banner,10047,1
#forward2012,4770,3
niggas,1194,21
4us,4905,1
champagne,7552,1
enjoying,6266,1
british,2507,4
absolutely,3604,23
dollars,702,9
pages,5514,1
deluded,2292,1
outcome,7244,1
appearing,7498,1
banned,5391,1
mulleady's,4698,1
#dnc2012,9208,1
#ocra,5171,4
sartorum,7770,1
#kevinhartforpresident,7937,1
#sex,9337,1
niggaz,1372,2
telling,2141,39
obamaliterally,10595,1
insert,4024,1
kansas,1639,1
gmnt,10624,1
#cougartown,9921,1
#eastwooding,8284,1
last,294,122
guycodes,9794,1
sometimes,7592,2
debator,136,1
respects,5537,2
carpet,4060,1
resembles,4986,1
tvs,6490,3
#2termz,3754,2
#2terms,4336,2
phrase,9021,2
investigation,1113,1
indenified,4509,1
voiceplease,9744,1
wanna,792,60
mandated,10057,1
ration,6482,1
punking,6394,2
dunkin,3117,2
flat,3521,5
#baracksflagpin,4557,2
wayside,190,1
#teamronpaul,10333,1
anymore,673,18
positively,7742,1
collapsed,5459,3
smartass,10108,1
reagan's,3821,2
flag,523,32
warming,7989,1
late,1402,7
hahahahah,7944,1
eastern,3874,2
citizens,5721,9
lawyer,855,6
tuh,2197,1
jack,5608,1
highway,907,25
volunteer,972,42
maximizing,7301,1
beauty,8740,2
alabama,2480,2
